date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:53:47	0/0	---M--	302	error ('Found')	text/html	etag:W/%22793b24f416397d4a97af86982e870bc7%22	https://wisteria-clownfish-y7xn.squarespace.com/s/LA_Living_Shorelines_Singles-2.pdf	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/s/LA_Living_Shorelines_Singles-2.86.delayed	(from https://wisteria-clownfish-y7xn.squarespace.com/dp-community-tools)
10:53:49	278846/278846	---M-Z	200	added ('OK')	text/html	etag:W/%22351aa4f4e7dd1055e83de04f66973b6d--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/case-study-miamidade-county-fl	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/case-study-miamidade-county-fl.html	(from https://wisteria-clownfish-y7xn.squarespace.com/case-study-roseville-ca)
10:53:50	284540/284540	---M-Z	200	added ('OK')	text/html	etag:W/%221a56e3e6221b5f0dd54b521750bb4091--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/case-study-napa-county-ca	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/case-study-napa-county-ca.html	(from https://wisteria-clownfish-y7xn.squarespace.com/case-study-heritage-creek-ky)
10:53:51	292386/292386	---M-Z	200	added ('OK')	text/html	etag:W/%222ada6b1acc717cd8044c2e8489d535c3--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/case-study-breaux-bridge-la	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/case-study-breaux-bridge-la.html	(from https://wisteria-clownfish-y7xn.squarespace.com/case-study-jean-lafitte-la)
10:53:52	277728/277728	---M-Z	200	added ('OK')	text/html	etag:W/%22792694675e59d0f6704a4636e3379444--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/case-study-southwest-la	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/case-study-southwest-la.html	(from https://wisteria-clownfish-y7xn.squarespace.com/case-study-pineville-la)
10:53:53	282504/282504	---M-Z	200	added ('OK')	text/html	etag:W/%22ffcb4a302a7a43e24816ea03e9576dc8--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/case-study-lancaster-county-pa	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/case-study-lancaster-county-pa.html	(from https://wisteria-clownfish-y7xn.squarespace.com/case-study-leland-mi)
10:53:53	262897/262897	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22141939b37f5b62a26b31f15074a9d788%22	https://wisteria-clownfish-y7xn.squarespace.com/wellbeing-index-community-economic-health	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/wellbeing-index-community-economic-health.8c.delayed	(from https://wisteria-clownfish-y7xn.squarespace.com/hw-wellbeing-index-built-natural-environments)
10:53:54	0/0	---M--	302	error ('Found')	text/html	etag:W/%221528cff917484700eb07b3081b95c2ae%22	https://wisteria-clownfish-y7xn.squarespace.com/s/water-quality-scorecard.pdf	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/s/water-quality-scorecard.8d.delayed	(from https://wisteria-clownfish-y7xn.squarespace.com/dp-community-design-living-with-water)
10:53:56	292461/292461	---M-Z	200	added ('OK')	text/html	etag:W/%220e3b16fa6290e9925e2101f98788c5ee--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/case-study-alexandria-la	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/case-study-alexandria-la.html	(from https://wisteria-clownfish-y7xn.squarespace.com/case-study-breaux-bridge-la)
10:53:57	277322/277322	---M-Z	200	added ('OK')	text/html	etag:W/%2292f0abe631022b1df3bac42c83e6de9f--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/case-study-vermillion-parish	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/case-study-vermillion-parish.html	(from https://wisteria-clownfish-y7xn.squarespace.com/case-study-southwest-la)
10:53:58	290785/290785	---M-Z	200	added ('OK')	text/html	etag:W/%22b1f27895811e9877138b623963fb3413--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/case-study-church-point-la	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/case-study-church-point-la.html	(from https://wisteria-clownfish-y7xn.squarespace.com/case-study-alexandria-la)
10:53:59	277788/277788	---M-Z	200	added ('OK')	text/html	etag:W/%22f4357cf1cff6039c705f31eb36710b03--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/case-study-st-tammany-parish	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/case-study-st-tammany-parish.html	(from https://wisteria-clownfish-y7xn.squarespace.com/case-study-vermillion-parish)
10:54:00	315066/315066	---M-Z	200	added ('OK')	text/html	etag:W/%2206242910816ddbe1327cdce3c1209458--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/case-study-terrebonne-parish	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/case-study-terrebonne-parish.html	(from https://wisteria-clownfish-y7xn.squarespace.com/case-study-church-point-la)
10:54:01	278078/278078	---M-Z	200	added ('OK')	text/html	etag:W/%229f8ed0f6f9eb40bb8f498e2e529a5ad5--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/case-study-louisiana-wetland-action-program	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/case-study-louisiana-wetland-action-program.html	(from https://wisteria-clownfish-y7xn.squarespace.com/case-study-st-tammany-parish)
10:54:02	286948/286948	---M-Z	200	added ('OK')	text/html	etag:W/%226cfed94731e1e36ab55a43dd2c6fb5c5--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/case-study-st-james-parish	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/case-study-st-james-parish.html	(from https://wisteria-clownfish-y7xn.squarespace.com/case-study-terrebonne-parish)
10:54:03	276961/276961	---M-Z	200	added ('OK')	text/html	etag:W/%225b4e3a86da6b33d84697cc3c945a79f6--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/case-study-st-bernard-parish	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/case-study-st-bernard-parish.html	(from https://wisteria-clownfish-y7xn.squarespace.com/case-study-louisiana-wetland-action-program)
10:54:04	282897/282897	---M-Z	200	added ('OK')	text/html	etag:W/%222677a27632a2fe4121b83f00f709e9f0--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/case-study-port-of-new-orleans	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/case-study-port-of-new-orleans.html	(from https://wisteria-clownfish-y7xn.squarespace.com/case-study-st-james-parish)
10:54:05	277795/277795	---M-Z	200	added ('OK')	text/html	etag:W/%227c6d8830f6c0bc470713b38f8a4d8b0b--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/case-study-st-john-the-baptist-parish	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/case-study-st-john-the-baptist-parish.html	(from https://wisteria-clownfish-y7xn.squarespace.com/case-study-st-bernard-parish)
10:54:06	282141/282141	---M-Z	200	added ('OK')	text/html	etag:W/%2238931d8a607b7c88e4e8903fdc207c9c--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/case-study-greater-new-orleans-urban-water-plan	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/case-study-greater-new-orleans-urban-water-plan.html	(from https://wisteria-clownfish-y7xn.squarespace.com/case-study-port-of-new-orleans)
10:54:07	287594/287594	---M-Z	200	added ('OK')	text/html	etag:W/%22281000770587f3ee89c9234dc3a1ffac--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/case-study-iberville-parish	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/case-study-iberville-parish.html	(from https://wisteria-clownfish-y7xn.squarespace.com/case-study-st-john-the-baptist-parish)
10:54:08	284159/284159	---M-Z	200	added ('OK')	text/html	etag:W/%22b96ab96ad78a03ca226a3d4e03aadf8d--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/case-study-new-orleans-main-street-resiliency-plan	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/case-study-new-orleans-main-street-resiliency-plan.html	(from https://wisteria-clownfish-y7xn.squarespace.com/case-study-greater-new-orleans-urban-water-plan)
